api_2gram,frequency
dbaltbind->dbaltcolid,1
dbaltcolid->dbaltlen,1
dbaltlen->dbaltop,1
dbaltop->dbalttype,1
dbalttype->dbbind,1
dbbind->dbbylist,1
dbbylist->dbcmd,1
dbcollen->dbcolname,1
dbcolname->dbcolsource,1
dbcolsource->dbcoltype,1
dbcoltype->dbconvert,1
dbconvert->dbcount,1
dbcount->dbdata,1
dberrhandle->dbfreebuf,1
dbfreebuf->dbhasretstat,1
dbhasretstat->dbinit,1
dblogin->dbmsghandle,1
dbnextrow->dbnullbind,1
dbnullbind->dbnumalts,1
dbnumalts->dbnumcols,1
dbnumcols->dbnumcompute,1
dbnumcompute->dbnumrets,1
dbnumrets->dbpivot,1
dbpivot->dbpivot_lookup_name,1
dbpivot_lookup_name->dbprtype,1
dbprtype->dbresults,1
dbresults->dbretdata,1
dbretdata->dbretlen,1
dbretlen->dbretname,1
dbretname->dbretstatus,1
dbretstatus->dbrettype,1
dbrettype->dbsetlname,1
dbsetlname->dbsqlok,1
dbsqlok->dbsqlsend,1
dbsqlsend->dbstrlen,1
dbstrlen->dbuse,1
dbuse->dbvarylen,1
dbvarylen->tdsdbopen,1
tdsdbopen->DeleteCriticalSection,1
_strdup->_strnicmp,1
isalpha->isspace,1
mbstowcs->memcpy,1
strncmp->tolower,1
wcscpy->wcstombs,1
wcstombs->_strdup,1
vfprintf->_read,1
_close->gimp_drawable_bpp,1
gimp_pixel_rgn_set_rect->gimp_pixel_rgn_set_row,1
gimp_pixel_rgn_set_row->gimp_procedural_db_get_data,1
gimp_int_adjustment_update->gimp_int_combo_box_get_active,1
gimp_int_combo_box_set_active->gimp_int_radio_group_new,1
gimp_preview_area_draw->gimp_preview_area_fill,1
gimp_preview_area_fill->gimp_preview_area_new,1
gtk_box_new->g_file_info_get_size,1
g_malloc0->g_open,1
g_strconcat->g_strerror,1
g_strerror->g_try_malloc,1
g_try_malloc->g_object_unref,1
gtk_dialog_set_alternative_button_order->gtk_file_chooser_button_new,1
gtk_file_chooser_button_new->gtk_file_chooser_get_filename_utf8,1
gtk_file_chooser_get_type->gtk_file_chooser_set_filename_utf8,1
gtk_frame_set_shadow_type->gtk_table_get_type,1
TraceMessage->OpenProcessToken,1
RegOpenKeyExW->EventWrite,1
EventWrite->RegQueryInfoKeyW,1
ConvertStringSecurityDescriptorToSecurityDescriptorW->LookupPrivilegeValueW,1
AdjustTokenPrivileges->AllocateAndInitializeSid,1
FreeSid->InitiateShutdownW,1
InitiateShutdownW->RegCreateKeyExW,1
UnregisterTraceGuids->EventRegister,1
EventUnregister->RegEnumValueW,1
RegEnumValueW->GetCurrentThreadId,1
GlobalFree->MulDiv,1
MulDiv->HeapAlloc,1
GetCurrentProcess->CreateFileW,1
HeapFree->OpenMutexW,1
OpenMutexW->CreateMutexW,1
CreateMutexW->GetProcAddress,1
GetVersionExW->FormatMessageW,1
FormatMessageW->GetProcessHeap,1
HeapSetInformation->RegisterApplicationRestart,1
RegisterApplicationRestart->GetSystemTime,1
SystemTimeToFileTime->CloseHandle,1
CreateEventW->OutputDebugStringA,1
GetModuleHandleExW->SetLastError,1
FindActCtxSectionStringW->LoadLibraryW,1
LoadLibraryW->ActivateActCtx,1
ActivateActCtx->GetLastError,1
TerminateProcess->DeactivateActCtx,1
DeactivateActCtx->GetModuleHandleW,1
GetTickCount->DeviceIoControl,1
DeviceIoControl->FindFirstVolumeW,1
FindVolumeClose->GetVolumePathNamesForVolumeNameW,1
GetVolumePathNamesForVolumeNameW->SelectObject,1
DeleteObject->AbortDoc,1
AbortDoc->EndDoc,1
StartPage->StartDocW,1
StartDocW->CreateFontIndirectW,1
GetDeviceCaps->SetMapMode,1
SetMapMode->SetAbortProc,1
SetAbortProc->DeleteDC,1
DeleteDC->SetDlgItemTextW,1
SetDlgItemTextW->DialogBoxParamW,1
DialogBoxParamW->LoadStringW,1
SetFocus->TranslateMessage,1
TranslateMessage->IsDialogMessageW,1
IsDialogMessageW->DrawTextW,1
DrawTextW->ShowWindow,1
ShowWindow->CreateDialogParamW,1
CreateDialogParamW->EnableWindow,1
EnableWindow->SetCursor,1
SetCursor->EndDialog,1
GetDlgItem->PostMessageW,1
PostMessageW->GetParent,1
GetParent->DefWindowProcW,1
DefWindowProcW->EnumThreadWindows,1
EnumThreadWindows->SetWindowPos,1
SetWindowPos->SendMessageW,1
LoadIconW->DestroyWindow,1
DestroyWindow->MsgWaitForMultipleObjects,1
PeekMessageW->SetWindowLongPtrW,1
GetWindowLongPtrW->CreateWindowExW,1
CreateWindowExW->LoadCursorW,1
DispatchMessageW->memcmp,1
_wcsupr->_wcslwr,1
_wcslwr->memcpy,1
_callnewh->free,1
free->_XcptFilter,1
_amsg_exit->_vsnwprintf,1
_initterm->memset,1
memset->_ismbblead,1
exit->_wcsicmp,1
_wcsicmp->__set_app_type,1
__getmainargs->CoCreateGuid,1
CoCreateGuid->CoInitializeEx,1
CoInitialize->StringFromGUID2,1
StringFromGUID2->RtlVirtualUnwind,1
RtlCaptureContext->NtQuerySystemTime,1
NtQuerySystemTime->WinSqmStartSession,1
WinSqmStartSession->WinSqmEndSession,1
WinSqmEndSession->WinSqmSetDWORD,1
WinSqmSetDWORD->WinSqmAddToStream,1
WinSqmAddToStream->GetUserProfileDirectoryW,1
GetUserProfileDirectoryW->SetupDiGetDeviceInterfaceDetailW,1
SetupDiEnumDeviceInterfaces->SetupDiDestroyDeviceInfoList,1
SetupDiGetDeviceRegistryPropertyW->SetupDiGetClassDevsW,1
SetupDiGetClassDevsW->VariantInit,1
RegCloseKey->CheckTokenMembership,1
AllocateAndInitializeSid->WritePrivateProfileSectionW,1
CreateFileW->WritePrivateProfileStringW,1
WritePrivateProfileStringW->GetLastError,1
SetLastError->HeapSetInformation,1
CloseHandle->GetPrivateProfileSectionW,1
GetPrivateProfileSectionW->SetFileAttributesW,1
SetFileAttributesW->GetModuleFileNameW,1
GetModuleFileNameW->GetTimeFormatW,1
GetTimeFormatW->GetComputerNameExW,1
GetComputerNameExW->FileTimeToSystemTime,1
FileTimeToSystemTime->HeapSize,1
CompareStringW->GetFileAttributesW,1
GetFileAttributesW->lstrlenA,1
VerSetConditionMask->LocalFree,1
SetThreadUILanguage->GetTickCount,1
GetSystemTimeAsFileTime->GetFileSize,1
GetFileSize->GetPrivateProfileStringW,1
GetPrivateProfileStringW->Sleep,1
lstrlenW->_except_handler4_common,1
fclose->_ltow,1
_ltow->wcstok,1
wcstok->_itow,1
wcsrchr->_wfopen,1
_wfopen->_wchmod,1
_wchmod->wcsncpy_s,1
wcsncpy_s->wcschr,1
wcschr->__iob_func,1
memset->CharUpperW,1
LoadStringW->WNetGetLastErrorW,1
WNetAddConnection2W->NetServerGetInfo,1
NetApiBufferFree->WSAStartup,1
WSACleanup->GetAddrInfoW,1
WSAGetLastError->GetUserNameExW,1
StrStrW->StrRChrW,1
StrRChrW->StrChrW,1
StrChrW->StrCmpNW,1
StrCmpNW->StrChrIW,1
GetFileVersionInfoSizeExW->RtlVerifyVersionInfo,1
gnu_basename->program_name,1
proper_name->rpl_fprintf,1
rpl_fprintf->rpl_fputc,1
rpl_fputc->rpl_fputs,1
rpl_fputs->rpl_getline,1
rpl_getline->rpl_getopt_long,1
rpl_getopt_long->rpl_malloc,1
rpl_malloc->rpl_optind,1
set_program_name->u8_mbtouc_aux,1
u8_mbtouc_aux->xmalloc,1
xmalloc->xrealloc,1
xrealloc->xstrdup,1
libintl_dgettext->libintl_gettext,1
GetCurrentProcessId->IsProcessorFeaturePresent,1
GetPrivateProfileStringA->GetModuleHandleW,1
CreateEventW->WaitForSingleObjectEx,1
WaitForSingleObjectEx->ResetEvent,1
QueryPerformanceCounter->?AddRenderable@GraphicsSceneRenderer@GAME@@QAEXPAVGraphicsRenderable@2@PAVRegion@2@@Z,1
?AddRenderable@GraphicsSceneRenderer@GAME@@QAEXPAVGraphicsRenderable@2@PAVRegion@2@@Z->?Update@Region@GAME@@QAEXH@Z,1
?Update@Region@GAME@@QAEXH@Z->?GetElapsedTime@Timer@GAME@@QBEHXZ,1
?Update@Timer@GAME@@QAEX_N@Z->?GetRayThroughImagePoint@Camera@GAME@@QBE?AVRay@2@ABVVec2@2@ABVViewport@2@@Z,1
?GetRayThroughImagePoint@Camera@GAME@@QBE?AVRay@2@ABVVec2@2@ABVViewport@2@@Z->?GetFrameRate@GraphicsAnim@GAME@@QBEHXZ,1
?GetFrameRate@GraphicsAnim@GAME@@QBEHXZ->?gEngine@GAME@@3PAVEngine@1@A,1
?gEngine@GAME@@3PAVEngine@1@A->?classInfo@Entity@GAME@@1VRTTI_ClassInfo@2@B,1
?classInfo@Entity@GAME@@1VRTTI_ClassInfo@2@B->?noName@Name@GAME@@2V12@B,1
?noName@Name@GAME@@2V12@B->?HandleKeyEvent@DisplayWidget@GAME@@UAE_NABVButtonEvent@InputDevice@2@@Z,1
?HandleControllerEvent@DisplayWidget@GAME@@UAE_NABUControllerEvent@InputDevice@2@@Z->?PhysicsPost@IPhysics2@GAME@@UAEXPAVPhysicsSystem2@2@@Z,1
?PhysicsPost@IPhysics2@GAME@@UAEXPAVPhysicsSystem2@2@@Z->?PhysicsSync@IPhysics2@GAME@@UAEXPAVPhysicsSystem2@2@@Z,1
?PhysicsSync@IPhysics2@GAME@@UAEXPAVPhysicsSystem2@2@@Z->?PhysicsUpdate@IPhysics2@GAME@@UAEXPAVPhysicsSystem2@2@@Z,1
?PhysicsUpdate@IPhysics2@GAME@@UAEXPAVPhysicsSystem2@2@@Z->?PhysicsTest@IPhysics2@GAME@@UAE_NPAVPhysicsObject2@2@@Z,1
?PhysicsTest@IPhysics2@GAME@@UAE_NPAVPhysicsObject2@2@@Z->?PhysicsResponse@IPhysics2@GAME@@UAE_NPAVPhysicsObject2@2@@Z,1
?PhysicsResponse@IPhysics2@GAME@@UAE_NPAVPhysicsObject2@2@@Z->?PhysicsCollision@IPhysics2@GAME@@UAEXPAVPhysicsSystem2@2@ABUPhysicsCollision2@2@@Z,1
?PhysicsCollision@IPhysics2@GAME@@UAEXPAVPhysicsSystem2@2@ABUPhysicsCollision2@2@@Z->?PhysicsGetSurfaceType@IPhysics2@GAME@@UAE?AW4PhysicsSurface@2@H@Z,1
?PhysicsGetSurfaceType@IPhysics2@GAME@@UAE?AW4PhysicsSurface@2@H@Z->?classInfo@Object@GAME@@1VRTTI_ClassInfo@2@B,1
?classInfo@Object@GAME@@1VRTTI_ClassInfo@2@B->?classInfo@Actor@GAME@@1VRTTI_ClassInfo@2@B,1
?classInfo@Actor@GAME@@1VRTTI_ClassInfo@2@B->?Load@Entity@GAME@@UAEXABVLoadTable@2@@Z,1
?Load@Entity@GAME@@UAEXABVLoadTable@2@@Z->?CalculateMemoryUsage@Entity@GAME@@UBEIXZ,1
?CalculateMemoryUsage@Entity@GAME@@UBEIXZ->?CalculateAllocatedMemory@Entity@GAME@@UBEIXZ,1
?CalculateAllocatedMemory@Entity@GAME@@UBEIXZ->?Read@Entity@GAME@@UAEXAAVBinaryReader@2@@Z,1
?Read@Entity@GAME@@UAEXAAVBinaryReader@2@@Z->?Write@Entity@GAME@@UBEXAAVBinaryWriter@2@@Z,1
?Write@Entity@GAME@@UBEXAAVBinaryWriter@2@@Z->?IsSavedByEditor@Entity@GAME@@UBE_NXZ,1
?IsSavedByEditor@Entity@GAME@@UBE_NXZ->?CanBePlacedInEditor@Entity@GAME@@UBE_NXZ,1
?CanBePlacedInEditor@Entity@GAME@@UBE_NXZ->?LoadWithoutScripts@Entity@GAME@@UAEXABVLoadTable@2@@Z,1
?LoadWithoutScripts@Entity@GAME@@UAEXABVLoadTable@2@@Z->?PreLoad@Entity@GAME@@UAE_N_N@Z,1
?PreLoad@Entity@GAME@@UAE_N_N@Z->?AppendDetailMapData@Entity@GAME@@UAEXAAV?$vector@UMinimapGameNugget@GAME@@@mem@@@Z,1
?AppendDetailMapData@Entity@GAME@@UAEXAAV?$vector@UMinimapGameNugget@GAME@@@mem@@@Z->?IsInWorld@Entity@GAME@@UBE_NXZ,1
?IsInWorld@Entity@GAME@@UBE_NXZ->?OnAddToWorld@Entity@GAME@@UAEXXZ,1
?OnAddToWorld@Entity@GAME@@UAEXXZ->?OnRemoveFromWorld@Entity@GAME@@UAEXXZ,1
?OnRemoveFromWorld@Entity@GAME@@UAEXXZ->?OnUnload@Entity@GAME@@UAEXXZ,1
?OnUnload@Entity@GAME@@UAEXXZ->?OnAddToLevel@Entity@GAME@@UAEXPAVLevel@2@@Z,1
?OnAddToLevel@Entity@GAME@@UAEXPAVLevel@2@@Z->?OnRemoveFromLevel@Entity@GAME@@UAEXPAVLevel@2@@Z,1
?OnRemoveFromLevel@Entity@GAME@@UAEXPAVLevel@2@@Z->?OnMoveInLevel@Entity@GAME@@UAEXPAVLevel@2@@Z,1
?OnMoveInLevel@Entity@GAME@@UAEXPAVLevel@2@@Z->?OnDestroy@Entity@GAME@@UAEXXZ,1
?OnDestroy@Entity@GAME@@UAEXXZ->?ForcedUpdate@Entity@GAME@@UAEXH@Z,1
?ForcedUpdate@Entity@GAME@@UAEXH@Z->?GetPhysicsMesh@Entity@GAME@@UBEPBVPhysicsMeshBase@2@XZ,1
?GetPhysicsMesh@Entity@GAME@@UBEPBVPhysicsMeshBase@2@XZ->?GetCollisionBox@Entity@GAME@@UBE_NAAVOBBox@2@@Z,1
?GetCollisionBox@Entity@GAME@@UBE_NAAVOBBox@2@@Z->?SetDynamicObstacle@Entity@GAME@@UAEX_N@Z,1
?SetDynamicObstacle@Entity@GAME@@UAEX_N@Z->?UpdateBoundingBox@Entity@GAME@@UAEXXZ,1
?UpdateBoundingBox@Entity@GAME@@UAEXXZ->?OccludesPathing@Entity@GAME@@UBE_NXZ,1
?OccludesPathing@Entity@GAME@@UBE_NXZ->?DynamicPathingOccluder@Entity@GAME@@UBE?AW4DynamicOccluderType@12@XZ,1
?DynamicPathingOccluder@Entity@GAME@@UBE?AW4DynamicOccluderType@12@XZ->?GetNumHitBoxes@Entity@GAME@@UBEIXZ,1
?GetNumHitBoxes@Entity@GAME@@UBEIXZ->?GetHitBox@Entity@GAME@@UBE?AVOBBox@2@H@Z,1
?GetHitBox@Entity@GAME@@UBE?AVOBBox@2@H@Z->?GetCenterOfMass@Entity@GAME@@UBE?AVVec3@2@XZ,1
?GetCenterOfMass@Entity@GAME@@UBE?AVVec3@2@XZ->?SetPhysicsSimulation@Entity@GAME@@UAEXW4PhysicsSimulation@2@@Z,1
?SetPhysicsSimulation@Entity@GAME@@UAEXW4PhysicsSimulation@2@@Z->?CollisionCallback@Entity@GAME@@UAEXABUCollisionData@2@@Z,1
?CollisionCallback@Entity@GAME@@UAEXABUCollisionData@2@@Z->?CrowdAgentUpdate@Entity@GAME@@UAEXHAAUCrowdAgentParams@CROWD@@@Z,1
?CrowdAgentUpdate@Entity@GAME@@UAEXHAAUCrowdAgentParams@CROWD@@@Z->?CrowdAgentMoved@Entity@GAME@@UAEXABUCrowdAgentData@CROWD@@@Z,1
?CrowdAgentMoved@Entity@GAME@@UAEXABUCrowdAgentData@CROWD@@@Z->?GetIntersection@Entity@GAME@@UBEXABVRay@2@AAVIntersection@2@W4PhysicsSurface@2@_N@Z,1
?GetIntersection@Entity@GAME@@UBEXABVRay@2@AAVIntersection@2@W4PhysicsSurface@2@_N@Z->?GetIntersection@Entity@GAME@@UBEXABVRay@2@MAAVIntersection@2@W4PhysicsSurface@2@@Z,1
?GetIntersection@Entity@GAME@@UBEXABVRay@2@MAAVIntersection@2@W4PhysicsSurface@2@@Z->?CheckLOS@Entity@GAME@@UBE_NABVRay@2@M@Z,1
?CheckLOS@Entity@GAME@@UBE_NABVRay@2@M@Z->?InitialUpdate@Entity@GAME@@UAEXXZ,1
?InitialUpdate@Entity@GAME@@UAEXXZ->?SetTransparency@Entity@GAME@@UAEXABVFrustum@2@@Z,1
?SetTransparency@Entity@GAME@@UAEXABVFrustum@2@@Z->?IsStatic@Entity@GAME@@UBE_NXZ,1
?IsStatic@Entity@GAME@@UBE_NXZ->?Attach@Entity@GAME@@UAEXPAV12@ABVCoords@2@ABVName@2@_N3@Z,1
?Attach@Entity@GAME@@UAEXPAV12@ABVCoords@2@ABVName@2@_N3@Z->?Attach@Entity@GAME@@UAEXPAV12@ABVCoords@2@PBD_N3@Z,1
?Attach@Entity@GAME@@UAEXPAV12@ABVCoords@2@PBD_N3@Z->?GetBoneCoordsInRegion@Entity@GAME@@UBE?AVWorldCoords@2@ABVName@2@_N@Z,1
?GetBoneCoordsInRegion@Entity@GAME@@UBE?AVWorldCoords@2@ABVName@2@_N@Z->?DeleteOnEnteringUnloadedLevel@Entity@GAME@@UBE_NXZ,1
?DeleteOnEnteringUnloadedLevel@Entity@GAME@@UBE_NXZ->?ShouldServerSpawn@Entity@GAME@@UBE_NH@Z,1
?ShouldServerSpawn@Entity@GAME@@UBE_NH@Z->?CreateSpawnNetPacket@Entity@GAME@@UAEPAVNetPacket@2@XZ,1
?CreateSpawnNetPacket@Entity@GAME@@UAEPAVNetPacket@2@XZ->?WriteReplicationData@Entity@GAME@@UAEXAAVNetPacketOutBuffer@2@@Z,1
?WriteReplicationData@Entity@GAME@@UAEXAAVNetPacketOutBuffer@2@@Z->?ReadReplicationData@Entity@GAME@@UAEXAAVNetPacketInBuffer@2@@Z,1
?ReadReplicationData@Entity@GAME@@UAEXAAVNetPacketInBuffer@2@@Z->?ApplyReplicationData@Entity@GAME@@UAEXXZ,1
?ApplyReplicationData@Entity@GAME@@UAEXXZ->?GetExtents@Entity@GAME@@UBEMXZ,1
?GetExtents@Entity@GAME@@UBEMXZ->?GetRadius@Entity@GAME@@UBEMXZ,1
?GetRadius@Entity@GAME@@UBEMXZ->?ShouldSaveState@Entity@GAME@@UBE_NXZ,1
?ShouldSaveState@Entity@GAME@@UBE_NXZ->?SetSaveState@Entity@GAME@@UAEX_N@Z,1
?SetSaveState@Entity@GAME@@UAEX_N@Z->?SaveState@Entity@GAME@@UBEXAAVBinaryWriter@2@@Z,1
?SaveState@Entity@GAME@@UBEXAAVBinaryWriter@2@@Z->?RestoreState@Entity@GAME@@UAEXAAVBinaryReader@2@W4Restoration@12@@Z,1
?RestoreState@Entity@GAME@@UAEXAAVBinaryReader@2@W4Restoration@12@@Z->?AnimationCallback@Entity@GAME@@UAEXHABVName@2@@Z,1
?AnimationCallback@Entity@GAME@@UAEXHABVName@2@@Z->?SetVisibility@Entity@GAME@@UAEX_N@Z,1
?SetVisibility@Entity@GAME@@UAEX_N@Z->?SetVisibility@Entity@GAME@@UAEXW4Visibility@2@@Z,1
?SetVisibility@Entity@GAME@@UAEXW4Visibility@2@@Z->?GetVisibility@Entity@GAME@@UBE?AW4Visibility@2@XZ,1
?GetVisibility@Entity@GAME@@UBE?AW4Visibility@2@XZ->?HasParentsUniqueID@Entity@GAME@@UBE_NXZ,1
?HasParentsUniqueID@Entity@GAME@@UBE_NXZ->?LogInfo@Entity@GAME@@UBEXXZ,1
?LogInfo@Entity@GAME@@UBEXXZ->?IncludeInMinimap@Entity@GAME@@UBE_NXZ,1
?IncludeInMinimap@Entity@GAME@@UBE_NXZ->?UseExistingObjectForRestore@Entity@GAME@@UBE_NXZ,1
?UseExistingObjectForRestore@Entity@GAME@@UBE_NXZ->?GetCollisionShape@Entity@GAME@@UBE?AW4PhysicsShape@2@XZ,1
?GetCollisionShape@Entity@GAME@@UBE?AW4PhysicsShape@2@XZ->?GetCollisionType@Entity@GAME@@UBE?AW4CollisionType@12@XZ,1
?GetCollisionType@Entity@GAME@@UBE?AW4CollisionType@12@XZ->?GetPhysicsMass@Entity@GAME@@UBEMXZ,1
?GetPhysicsMass@Entity@GAME@@UBEMXZ->?GetPhysicsFriction@Entity@GAME@@UBEMXZ,1
?GetPhysicsFriction@Entity@GAME@@UBEMXZ->?GetPhysicsRestitution@Entity@GAME@@UBEMXZ,1
?GetPhysicsRestitution@Entity@GAME@@UBEMXZ->?GetIsReadyToRender@Entity@GAME@@UBE_NXZ,1
?GetIsReadyToRender@Entity@GAME@@UBE_NXZ->?GetShouldRenderAcrossPortals@Entity@GAME@@UBE_NXZ,1
?GetShouldRenderAcrossPortals@Entity@GAME@@UBE_NXZ->?GetIsPartOfLevel@Entity@GAME@@UBE_NXZ,1
?GetIsPartOfLevel@Entity@GAME@@UBE_NXZ->?UpdatePunctuation@Entity@GAME@@UAEXXZ,1
?UpdatePunctuation@Entity@GAME@@UAEXXZ->?BillboardPunctuation@Entity@GAME@@UAEXXZ,1
?BillboardPunctuation@Entity@GAME@@UAEXXZ->?WriteSimulationInformation@Entity@GAME@@UBEXXZ,1
?WriteSimulationInformation@Entity@GAME@@UBEXXZ->?FastUpdate@Entity@GAME@@UAEXH@Z,1
?FastUpdate@Entity@GAME@@UAEXH@Z->?OnMoved@Entity@GAME@@UAEXABVVec3@2@00@Z,1
?OnMoved@Entity@GAME@@UAEXABVVec3@2@00@Z->?OnReachedMovementGoal@Entity@GAME@@UAEXXZ,1
?OnReachedMovementGoal@Entity@GAME@@UAEXXZ->?OnPathFailed@Entity@GAME@@UAEXXZ,1
?OnPathFailed@Entity@GAME@@UAEXXZ->?UpdateSelf@Entity@GAME@@MAEXH@Z,1
?UpdateSelf@Entity@GAME@@MAEXH@Z->?CreatePathObstacles@Entity@GAME@@MAEXXZ,1
?CreatePathObstacles@Entity@GAME@@MAEXXZ->?RemovePathObstacles@Entity@GAME@@MAEXXZ,1
?RemovePathObstacles@Entity@GAME@@MAEXXZ->?PhysicsPost@Entity@GAME@@UAEXPAVPhysicsSystem2@2@@Z,1
?PhysicsPost@Entity@GAME@@UAEXPAVPhysicsSystem2@2@@Z->?PhysicsTest@Entity@GAME@@UAE_NPAVPhysicsObject2@2@@Z,1
?PhysicsTest@Entity@GAME@@UAE_NPAVPhysicsObject2@2@@Z->?PhysicsResponse@Entity@GAME@@UAE_NPAVPhysicsObject2@2@@Z,1
?PhysicsResponse@Entity@GAME@@UAE_NPAVPhysicsObject2@2@@Z->?PhysicsCollision@Entity@GAME@@UAEXPAVPhysicsSystem2@2@ABUPhysicsCollision2@2@@Z,1
?PhysicsCollision@Entity@GAME@@UAEXPAVPhysicsSystem2@2@ABUPhysicsCollision2@2@@Z->?CrowdAgentCreated@Entity@GAME@@UAEXAAVVec3@2@0AAUCrowdAgentParams@CROWD@@@Z,1
?CrowdAgentCreated@Entity@GAME@@UAEXAAVVec3@2@0AAUCrowdAgentParams@CROWD@@@Z->?CrowdAgentDestroyed@Entity@GAME@@UAEXXZ,1
?CrowdAgentDestroyed@Entity@GAME@@UAEXXZ->?CrowdAgentStopped@Entity@GAME@@UAEXABUCrowdAgentData@CROWD@@@Z,1
?CrowdAgentStopped@Entity@GAME@@UAEXABUCrowdAgentData@CROWD@@@Z->?CrowdAgentReachedGoal@Entity@GAME@@UAEXABUCrowdAgentData@CROWD@@@Z,1
?CrowdAgentReachedGoal@Entity@GAME@@UAEXABUCrowdAgentData@CROWD@@@Z->?CrowdAgentError@Entity@GAME@@UAEXABUCrowdAgentData@CROWD@@W4CrowdError@4@@Z,1
?CrowdAgentError@Entity@GAME@@UAEXABUCrowdAgentData@CROWD@@W4CrowdError@4@@Z->?GetOpacity@GraphicsRenderable@GAME@@UBEMHABVName@2@@Z,1
?GetOpacity@GraphicsRenderable@GAME@@UBEMHABVName@2@@Z->?GetCastsShadows@GraphicsRenderable@GAME@@UBE_NI@Z,1
?GetCastsShadows@GraphicsRenderable@GAME@@UBE_NI@Z->?IsFileWriteable@FileSystem@GAME@@UBE_NPBD@Z,1
?LogSeparator@Engine@GAME@@UBEXW4LogPriority@2@D@Z->??1FileSystem@GAME@@UAE@XZ,1
??1Engine@GAME@@UAE@XZ->?GetLength@GraphicsAnim@GAME@@QBEIXZ,1
?GetLength@GraphicsAnim@GAME@@QBEIXZ->?GetBoneName@GraphicsAnim@GAME@@QBEPBDI@Z,1
?GetBoneName@GraphicsAnim@GAME@@QBEPBDI@Z->?GetNumBones@GraphicsAnim@GAME@@QBEIXZ,1
?GetNumBones@GraphicsAnim@GAME@@QBEIXZ->?GetCallbackPoint@GraphicsAnim@GAME@@QBEABUCallbackPoint@12@I@Z,1
?GetCallbackPoint@GraphicsAnim@GAME@@QBEABUCallbackPoint@12@I@Z->?GetNumCallbackPoints@GraphicsAnim@GAME@@QBEIXZ,1
?GetNumCallbackPoints@GraphicsAnim@GAME@@QBEIXZ->?GetMaterial@GraphicsMesh@GAME@@QBEABUMaterial@12@I@Z,1
?GetMaterial@GraphicsMesh@GAME@@QBEABUMaterial@12@I@Z->?GetFaceSet@GraphicsMesh@GAME@@QBEABUFaceSet@12@I@Z,1
?GetFaceSet@GraphicsMesh@GAME@@QBEABUFaceSet@12@I@Z->?GetNumFaceSets@GraphicsMesh@GAME@@QBEIXZ,1
?GetNumFaceSets@GraphicsMesh@GAME@@QBEIXZ->?GetNumFaces@GraphicsMesh@GAME@@QBEIXZ,1
?GetNumFaces@GraphicsMesh@GAME@@QBEIXZ->??1GraphicsEngineSettings@GAME@@QAE@XZ,1
??1GraphicsEngineSettings@GAME@@QAE@XZ->?AddWidget@Engine@GAME@@QAEXPAVDisplayWidget@2@@Z,1
?AddWidget@Engine@GAME@@QAEXPAVDisplayWidget@2@@Z->?SetQuality@Options@GAME@@QAEXW4QualityName@12@W4Quality@12@@Z,1
?SetQuality@Options@GAME@@QAEXW4QualityName@12@W4Quality@12@@Z->?GetOptions@Engine@GAME@@QAEPAVOptions@2@XZ,1
?GetOptions@Engine@GAME@@QAEPAVOptions@2@XZ->?SetAssertHandlerLogPath@Engine@GAME@@QAEXABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,1
?SetAssertHandlerLogPath@Engine@GAME@@QAEXABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z->?GetLogPath@Engine@GAME@@QBEABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,1
??0Engine@GAME@@QAE@XZ->??0GraphicsEngineSettings@GAME@@QAE@XZ,1
??0GraphicsEngineSettings@GAME@@QAE@XZ->??0SystemTimer@GAME@@QAE@XZ,1
??0SystemTimer@GAME@@QAE@XZ->??0FileSystem@GAME@@QAE@XZ,1
??0FileSystem@GAME@@QAE@XZ->?AddSource@FileSystem@GAME@@QAE_NW4Partition@12@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBD_N33@Z,1
?AddSource@FileSystem@GAME@@QAE_NW4Partition@12@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBD_N33@Z->?Render@Engine@GAME@@QAEXXZ,1
??0WorldFrustum@GAME@@QAE@PAVRegion@1@ABVFrustum@1@@Z->?SetResolution@GraphicsEngine@GAME@@QAEXII@Z,1
?SetResolution@GraphicsEngine@GAME@@QAEXII@Z->?SetPaused@PhysicsEngine2@GAME@@QAEX_N@Z,1
?SetPaused@PhysicsEngine2@GAME@@QAEX_N@Z->?UnloadAllResources@GraphicsEngine@GAME@@QAEXXZ,1
?UnloadAllResources@GraphicsEngine@GAME@@QAEXXZ->?LoadShader2@GraphicsEngine@GAME@@QAEPBVGraphicsShader2@2@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,1
?LoadShader2@GraphicsEngine@GAME@@QAEPBVGraphicsShader2@2@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z->?End@GraphicsShader2@GAME@@QBEXXZ,1
?End@GraphicsShader2@GAME@@QBEXXZ->?Render@GraphicsShader2@GAME@@QBEXPBDPAVRenderDevice@2@W4RenderPrimitiveType@2@HHHHH@Z,1
